,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award,Clusters
0,-0.4511407826361928,-0.1862986868645555,-0.7695784055349739,-0.09824188708174678,-0.06276657984247105,-0.7027862658742182,-1.104064524541179,-0.3286032583559569,-0.3621678699528822,1.3954543356573499,-0.7669192985474492,0
1,-0.5394568742796171,-0.1862986868645555,-0.7695784055349739,-0.09824188708174678,-0.06276657984247105,-0.7010883990417895,-0.9999261649015778,-0.3286032583559569,-0.3621678699528822,1.379957039414735,-0.7669192985474492,0
2,-0.320031232495584,-0.1862986868645555,-0.7695784055349739,-0.09824188708174678,-0.06276657984247105,-0.5392527019410301,-0.7916494456223753,-0.3286032583559569,-0.3621678699528822,1.4119202129151283,-0.7669192985474492,0
3,-0.5837985191231747,-0.1862986868645555,-0.7695784055349739,-0.09824188708174678,-0.06276657984247105,-0.6892861539871027,-1.104064524541179,-0.3286032583559569,-0.3621678699528822,1.3722083912934273,-0.7669192985474492,0
4,0.23967782880409455,-0.1862986868645555,1.4094709527853195,-0.09824188708174678,-0.06276657984247105,1.0831211735237738,1.4993944664488525,1.1549320456226992,0.6924902854751723,1.3639754526645382,1.303918159177905,0
5,-0.5674830168575505,-0.1862986868645555,-0.7695784055349739,-0.09824188708174678,-0.06276657984247105,-0.7099918470655008,-1.2082028841807804,-0.3286032583559569,-0.3621678699528822,1.3673654862176101,-0.7669192985474492,0
6,0.11227003191474964,-0.1862986868645555,0.683121166678555,-0.09824188708174678,-0.06276657984247105,0.4280758672955719,1.3952561068092513,-0.3286032583559569,-0.3621678699528822,1.3925485926118595,-0.7669192985474492,0
7,-0.5234589487004284,-0.1862986868645555,-0.7695784055349739,-0.09824188708174678,-0.06276657984247105,-0.4925820697423208,-0.7916494456223753,-0.15003617795409646,-0.09850333109586856,1.3654283241872833,1.303918159177905,0
8,3.666042471571131,-0.1862986868645555,0.683121166678555,6.675366844640778,-0.06276657984247105,-0.637397687132637,3.269746580322074,2.421329779832693,2.8018065963312813,1.3702712292631005,1.303918159177905,5
9,0.3102195502785815,-0.1862986868645555,0.683121166678555,-0.09824188708174678,-0.06276657984247105,0.4671682158275875,1.7076711857280549,0.492805311492601,0.4288257466181587,1.3620382906342112,1.303918159177905,0
10,-0.33256558733833547,-0.1862986868645555,-0.043228619428209415,-0.09824188708174678,-0.06276657984247105,-0.40859977861633817,-0.1668192877847677,-0.3286032583559569,-0.3621678699528822,1.3755984248464994,-0.7669192985474492,0
11,0.22747097491922974,-0.1862986868645555,2.135820738892084,-0.09824188708174678,-0.06276657984247105,1.82045090404553,0.7704259489716437,-0.3286032583559569,-0.3621678699528822,1.3586482570811393,1.303918159177905,0
12,-0.2999048099927338,-0.1862986868645555,-0.043228619428209415,-0.09824188708174678,-0.06276657984247105,-0.24825489141722334,0.874564308611245,-0.3286032583559569,-0.3621678699528822,1.3586482570811393,-0.7669192985474492,0
13,-0.30273322735630004,-0.1862986868645555,-0.7695784055349739,-0.09824188708174678,-0.06276657984247105,-0.5750735509666588,-0.5833727263431728,-0.3286032583559569,-0.3621678699528822,1.355742514035649,-0.7669192985474492,0
14,-0.5552960115155879,-0.1862986868645555,-0.7695784055349739,-0.09824188708174678,-0.06276657984247105,-0.7099918470655008,-1.2082028841807804,-0.3286032583559569,-0.3621678699528822,1.3528367709901585,-0.7669192985474492,0
15,-0.4476474390854022,-0.1862986868645555,1.4094709527853195,-0.09824188708174678,-0.06276657984247105,1.337469907298816,0.35387251041323864,-0.3286032583559569,-0.3621678699528822,1.3528367709901585,1.303918159177905,0
16,-0.2154691084866934,-0.1862986868645555,1.4094709527853195,-0.09824188708174678,-0.06276657984247105,1.3176338533297107,0.4580108700528399,-0.3286032583559569,-0.3621678699528822,1.3518681899749951,1.303918159177905,0
17,-0.5919165731701823,-0.1862986868645555,-0.7695784055349739,-0.09824188708174678,-0.06276657984247105,-0.5322955890666884,-0.687511085982774,-0.3286032583559569,-0.3621678699528822,1.3494467374370867,1.303918159177905,0
18,0.17736332836257743,-0.1862986868645555,0.683121166678555,-0.09824188708174678,-0.06276657984247105,0.42501142471996894,0.5621492296924412,-0.3286032583559569,-0.3621678699528822,1.348478156421923,1.303918159177905,0
19,-0.4986681186155566,-0.1862986868645555,0.683121166678555,-0.09824188708174678,-0.06276657984247105,-0.27736709588545105,-0.687511085982774,-0.3286032583559569,-0.3621678699528822,1.3450881228688512,1.303918159177905,0
